time,wall_distance,desired_velocity,actual_velocity,desired_heading,control_variable
0.0,1.0,5.0,0.0,-2.0,-0.4
0.01,1.0,5.0,0.0,-2.0,-0.4
0.02,1.0,5.0,0.0,-2.0,-0.4
0.03,1.0,5.0,0.0,-2.0,-0.4
0.04,1.0,5.0,0.0,-2.0,-0.4
0.05,1.0,5.0,0.0,-2.0,-0.4
0.06,1.0,5.0,0.0,-2.0,-0.4
0.07,1.0,5.0,0.0,-2.0,-0.4
0.08,1.0,5.0,0.0,-2.0,-0.4
0.09,1.0,5.0,0.0,-2.0,-0.4
0.1,1.0,5.0,0.0,-2.0,-0.4
0.11,1.0,5.0,0.0,-2.0,-0.4
0.12,1.0,5.0,0.0,-2.0,-0.4
0.13,1.0,5.0,0.0,-2.0,-0.4
0.14,1.0,5.0,0.0,-2.0,-0.4
0.15,1.0,4.78,0.0,-2.0,-0.4
0.16,1.0,4.57,0.0,-2.0,-0.4
0.17,1.0,4.35,0.0,-2.0,-0.4
0.18,1.0,4.13,0.0,-2.0,-0.4
0.19,1.0,3.91,0.0,-2.0,-0.4
0.2,1.0,3.7,0.0,-2.0,-0.4
0.21,1.0,3.48,0.0,-2.0,-0.4
0.22,1.0,3.26,0.0,-2.0,-0.4
0.23,1.0,3.04,0.0,-2.0,-0.4
0.24,1.0,2.83,0.0,-2.0,-0.4
0.25,1.0,2.61,0.0,-2.0,-0.4
0.26,1.0,2.39,0.0,-2.0,-0.4
0.27,1.0,2.17,0.0,-2.0,-0.4
0.28,1.0,1.96,0.0,-2.0,-0.4
0.29,1.0,1.74,0.0,-2.0,-0.4
0.3,1.0,1.52,0.0,-2.0,-0.4
0.31,1.0,1.3,0.0,-2.0,-0.4
0.32,1.0,1.09,0.0,-2.0,-0.4
0.33,1.0,0.87,0.0,-2.0,-0.4
0.34,1.0,0.65,0.0,-2.0,-0.4
0.35,1.0,0.43,0.0,-2.0,-0.4
0.36,1.0,0.22,0.0,-2.0,-0.4
0.37,1.0,0.0,0.0,-2.0,-0.4
0.38,1.0,0.0,0.0,-2.0,-0.4
0.39,1.0,0.0,0.0,-2.0,-0.4
0.4,1.0,0.0,0.0,-2.0,-0.4
0.41,1.0,0.0,0.0,-2.0,-0.4
0.42,1.0,0.0,0.0,-2.0,-0.4
0.43,1.0,0.0,0.0,-2.0,-0.4
0.44,1.0,0.0,0.0,-2.0,-0.4
0.45,1.0,0.0,0.0,-2.0,-0.4
0.46,1.0,0.0,0.0,-2.0,-0.4
0.47,1.0,0.0,0.0,-2.0,-0.4
0.48,1.0,0.0,0.0,-2.0,-0.4
0.49,1.0,0.0,0.0,-2.0,-0.4
0.5,1.0,0.0,0.0,-2.0,-0.4
0.51,1.0,2.5,0.0,-2.0,-0.4
0.52,1.0,5.0,0.0,-2.0,-0.4
0.53,1.0,4.69,0.0,-2.0,-0.4
0.54,1.0,4.38,0.0,-2.0,-0.4
0.55,1.0,4.06,0.0,-2.0,-0.4
0.56,1.0,3.75,0.0,-2.0,-0.4
0.57,1.0,3.44,0.0,-2.0,-0.4
0.58,1.0,3.13,0.0,-2.0,-0.4
0.59,1.0,2.81,0.0,-2.0,-0.4
0.6,1.01,2.5,0.0,-2.0,-0.4
0.61,1.01,2.19,0.0,-2.0,-0.4
0.62,1.01,1.88,0.0,-2.0,-0.4
0.63,1.01,1.56,0.0,-2.0,-0.4
0.64,1.01,1.25,0.0,-2.0,-0.4
0.65,1.01,0.94,0.0,-2.0,-0.4
0.66,1.01,0.63,0.0,-2.0,-0.4
0.67,1.01,0.31,0.0,-2.0,-0.4
0.68,1.01,0.0,0.0,-2.0,-0.4
0.69,1.01,0.0,0.0,-2.0,-0.4
0.7,1.01,0.0,0.0,-2.0,-0.4
0.71,1.01,0.0,0.0,-2.0,-0.4
0.72,1.01,0.0,0.0,-2.0,-0.4
0.73,1.01,0.0,0.0,-2.0,-0.4
0.74,1.01,0.0,0.0,-2.0,-0.4
0.75,1.01,0.0,0.0,-2.0,-0.4
0.76,1.01,0.0,0.0,-2.0,-0.4
0.77,1.01,0.0,0.0,-2.0,-0.4
0.78,1.01,0.0,0.0,-2.0,-0.4
0.79,1.01,5.0,0.0,-2.0,-0.4
0.8,1.01,4.8,0.0,-2.0,-0.4
0.81,1.01,4.6,0.0,-1.97,-0.39
0.82,1.01,4.4,0.0,-1.95,-0.39
0.83,1.01,4.2,0.0,-1.92,-0.38
0.84,1.01,4.0,0.0,-1.89,-0.38
0.85,1.01,3.8,0.0,-1.86,-0.37
0.86,1.01,3.6,0.0,-1.84,-0.37
0.87,1.01,3.4,0.0,-1.81,-0.36
0.88,1.01,3.2,0.0,-1.78,-0.36
0.89,1.01,3.0,0.0,-1.76,-0.35
0.9,1.01,2.8,0.0,-1.73,-0.35
0.91,1.01,2.6,0.0,-1.7,-0.34
0.92,1.01,2.4,0.0,-1.68,-0.34
0.93,1.01,2.2,0.0,-1.65,-0.33
0.94,1.01,2.0,0.0,-1.62,-0.32
0.95,1.0,1.8,0.0,-1.59,-0.32
0.96,1.0,1.6,0.0,-1.57,-0.31
0.97,1.0,1.4,0.0,-1.54,-0.31
0.98,1.0,1.2,0.0,-1.51,-0.3
0.99,1.0,1.0,0.0,-1.49,-0.3
1.0,1.0,0.8,0.0,-1.46,-0.29
1.01,1.0,0.6,0.0,-1.43,-0.29
1.02,1.0,0.4,0.0,-1.41,-0.28
1.03,1.0,0.2,0.0,-1.38,-0.28
1.04,1.0,0.0,0.0,-1.35,-0.27
1.05,1.0,0.0,0.0,-1.32,-0.26
1.06,1.0,0.0,0.0,-1.3,-0.26
1.07,1.0,0.0,0.0,-1.27,-0.25
1.08,1.0,0.0,0.0,-1.24,-0.25
1.09,1.0,0.0,0.0,-1.22,-0.24
1.1,1.0,0.0,0.0,-1.19,-0.24
1.11,1.0,0.71,0.0,-1.16,-0.23
1.12,1.0,1.43,0.0,-1.14,-0.23
1.13,1.0,2.14,0.0,-1.11,-0.22
1.14,0.99,2.86,0.0,-1.08,-0.22
1.15,0.99,3.57,0.0,-1.05,-0.21
1.16,0.99,4.29,0.0,-1.03,-0.21
1.17,0.99,5.0,0.0,-1.0,-0.2
1.18,0.99,4.78,0.0,-1.03,-0.21
1.19,0.99,4.57,0.0,-1.05,-0.21
1.2,0.99,4.35,0.0,-1.08,-0.22
1.21,0.99,4.13,0.0,-1.11,-0.22
1.22,0.99,3.91,0.0,-1.14,-0.23
1.23,0.99,3.7,0.0,-1.16,-0.23
1.24,0.99,3.48,0.0,-1.19,-0.24
1.25,0.99,3.26,0.0,-1.22,-0.24
1.26,0.99,3.04,0.0,-1.24,-0.25
1.27,0.99,2.83,0.0,-1.27,-0.25
1.28,0.99,2.61,0.0,-1.3,-0.26
1.29,0.99,2.39,0.0,-1.32,-0.26
1.3,0.99,2.17,0.0,-1.35,-0.27
1.31,0.99,1.96,0.0,-1.38,-0.28
1.32,0.99,1.74,0.0,-1.41,-0.28
1.33,0.99,1.52,0.0,-1.43,-0.29
1.34,0.99,1.3,0.0,-1.46,-0.29
1.35,0.99,1.09,0.0,-1.49,-0.3
1.36,0.99,0.87,0.0,-1.51,-0.3
1.37,0.99,0.65,0.0,-1.54,-0.31
1.38,0.99,0.43,0.0,-1.57,-0.31
1.39,0.99,0.22,0.0,-1.59,-0.32
1.4,0.99,0.0,0.0,-1.62,-0.32
1.41,0.99,0.0,0.0,-1.65,-0.33
1.42,0.99,0.0,0.0,-1.68,-0.34
1.43,0.99,0.0,0.0,-1.7,-0.34
1.44,0.99,0.0,0.0,-1.73,-0.35
1.45,0.99,0.0,0.0,-1.76,-0.35
1.46,0.99,0.0,0.0,-1.78,-0.36
1.47,0.99,0.0,0.0,-1.81,-0.36
1.48,0.99,0.0,0.0,-1.84,-0.37
1.49,0.99,0.0,0.0,-1.86,-0.37
1.5,0.99,0.0,0.0,-1.89,-0.38
1.51,0.99,0.0,0.0,-1.92,-0.38
1.52,0.99,0.0,0.0,-1.95,-0.39
1.53,0.99,0.0,0.0,-1.97,-0.39
1.54,0.99,0.0,0.0,-2.0,-0.4
1.55,0.99,2.5,0.0,-2.0,-0.4
1.56,0.99,5.0,0.0,-2.0,-0.4
1.57,0.99,4.71,0.0,-2.0,-0.4
1.58,0.99,4.41,0.0,-2.0,-0.4
1.59,0.99,4.12,0.0,-2.0,-0.4
1.6,0.99,3.82,0.0,-2.0,-0.4
1.61,0.99,3.53,0.0,-2.0,-0.4
1.62,0.99,3.24,0.0,-2.0,-0.4
1.63,0.99,2.94,0.0,-2.0,-0.4
1.64,0.99,2.65,0.0,-2.0,-0.4
1.65,0.99,2.35,0.0,-2.0,-0.4
1.66,0.99,2.06,0.0,-2.0,-0.4
1.67,0.99,1.76,0.0,-2.0,-0.4
1.68,0.99,1.47,0.0,-2.0,-0.4
1.69,0.99,1.18,0.0,-2.0,-0.4
1.7,0.99,0.88,0.0,-2.0,-0.4
1.71,0.99,0.59,0.0,-2.0,-0.4
1.72,0.99,0.29,0.0,-2.0,-0.4
1.73,0.99,0.0,0.0,-2.0,-0.4
1.74,0.99,0.0,0.0,-2.0,-0.4
1.75,0.99,0.0,0.0,-2.0,-0.4
1.76,1.0,0.0,0.0,-2.0,-0.4
1.77,1.0,0.0,0.0,-2.0,-0.4
1.78,1.0,0.0,0.0,-2.0,-0.4
1.79,1.0,0.0,0.0,-2.0,-0.4
1.8,1.0,0.0,0.0,-2.0,-0.4
1.81,1.0,0.0,0.0,-2.0,-0.4
1.82,1.0,0.0,0.0,-2.0,-0.4
1.83,1.0,0.0,0.0,-2.0,-0.4
1.84,1.0,0.0,0.0,-2.0,-0.4
1.85,1.0,0.0,0.0,-2.0,-0.4
1.86,1.0,0.0,0.0,-2.0,-0.4
1.87,1.0,0.0,0.0,-2.0,-0.4
1.88,1.0,0.0,0.0,-2.0,-0.4
1.89,1.0,0.0,0.0,-2.0,-0.4
1.9,1.0,0.38,0.0,-2.0,-0.4
1.91,1.0,0.77,0.0,-2.0,-0.4
1.92,1.0,1.15,0.0,-2.0,-0.4
1.93,1.0,1.54,0.0,-2.0,-0.4
1.94,1.0,1.92,0.0,-2.0,-0.4
1.95,1.0,2.31,0.0,-2.0,-0.4
1.96,1.0,2.69,0.0,-2.0,-0.4
1.97,1.0,3.08,0.0,-2.0,-0.4
1.98,1.0,3.46,0.0,-2.0,-0.4
1.99,1.0,3.85,0.0,-2.0,-0.4
2.0,1.0,4.23,0.0,-2.0,-0.4
2.01,1.0,4.62,0.0,-2.0,-0.4
2.02,1.0,5.0,0.0,-2.0,-0.4
2.03,1.0,4.71,0.0,-2.0,-0.4
2.04,1.0,4.41,0.0,-2.0,-0.4
2.05,1.0,4.12,0.0,-2.0,-0.4
2.06,1.0,3.82,0.0,-2.0,-0.4
2.07,1.0,3.53,0.0,-2.0,-0.4
2.08,1.0,3.24,0.0,-2.0,-0.4
2.09,1.0,2.94,0.0,-2.0,-0.4
2.1,1.0,2.65,0.0,-2.0,-0.4
2.11,1.0,2.35,0.0,-2.0,-0.4
2.12,1.0,2.06,0.0,-2.0,-0.4
2.13,1.0,1.76,0.0,-2.0,-0.4
2.14,1.0,1.47,0.0,-2.0,-0.4
2.15,1.0,1.18,0.0,-2.0,-0.4
2.16,1.0,0.88,0.0,-2.0,-0.4
2.17,1.0,0.59,0.0,-2.0,-0.4
2.18,1.0,0.29,0.0,-2.0,-0.4
2.19,1.0,0.0,0.0,-2.0,-0.4
2.2,1.0,0.0,0.0,-1.98,-0.4
2.21,1.0,0.0,0.0,-1.95,-0.39
2.22,1.0,0.0,0.0,-1.93,-0.39
2.23,1.0,0.0,0.0,-1.91,-0.38
2.24,1.0,0.0,0.0,-1.88,-0.38
2.25,1.0,0.0,0.0,-1.86,-0.37
2.26,1.0,0.0,0.0,-1.84,-0.37
2.27,1.0,0.0,0.0,-1.81,-0.36
2.28,1.0,0.0,0.0,-1.79,-0.36
2.29,1.0,0.0,0.0,-1.77,-0.35
2.3,1.0,0.0,0.0,-1.74,-0.35
2.31,1.0,0.0,0.0,-1.72,-0.34
2.32,1.0,0.33,0.0,-1.7,-0.34
2.33,1.0,0.67,0.0,-1.67,-0.33
2.34,1.0,1.0,0.0,-1.65,-0.33
2.35,1.0,1.33,0.0,-1.63,-0.33
2.36,1.0,1.67,0.0,-1.6,-0.32
2.37,1.0,2.0,0.0,-1.58,-0.32
2.38,1.0,2.33,0.0,-1.56,-0.31
2.39,1.0,2.67,0.0,-1.53,-0.31
2.4,1.0,3.0,0.0,-1.51,-0.3
2.41,1.0,3.33,0.0,-1.49,-0.3
2.42,1.0,3.67,0.0,-1.47,-0.29
2.43,1.0,4.0,0.0,-1.44,-0.29
2.44,1.0,4.33,0.0,-1.42,-0.28
2.45,1.0,4.67,0.0,-1.4,-0.28
2.46,1.0,5.0,0.0,-1.37,-0.27
2.47,1.0,4.69,0.0,-1.35,-0.27
2.48,1.0,4.38,0.0,-1.33,-0.27
2.49,1.0,4.06,0.0,-1.3,-0.26
2.5,1.0,3.75,0.0,-1.28,-0.26
2.51,1.0,3.44,0.0,-1.26,-0.25
2.52,1.0,3.13,0.0,-1.23,-0.25
2.53,1.0,2.81,0.0,-1.21,-0.24
2.54,1.0,2.5,0.0,-1.19,-0.24
2.55,1.0,2.19,0.0,-1.16,-0.23
2.56,1.0,1.88,0.0,-1.14,-0.23
2.57,1.0,1.56,0.0,-1.12,-0.22
2.58,1.0,1.25,0.0,-1.09,-0.22
2.59,1.0,0.94,0.0,-1.07,-0.21
2.6,1.0,0.63,0.0,-1.05,-0.21
2.61,1.0,0.31,0.0,-1.02,-0.2
2.62,1.0,0.0,0.0,-1.0,-0.2
2.63,1.0,0.0,0.0,-1.05,-0.21
2.64,1.0,0.0,0.0,-1.1,-0.22
2.65,1.0,0.0,0.0,-1.14,-0.23
2.66,1.0,0.0,0.0,-1.19,-0.24
2.67,1.0,0.0,0.0,-1.24,-0.25
2.68,1.0,0.0,0.0,-1.29,-0.26
2.69,1.0,0.0,0.0,-1.33,-0.27
2.7,1.0,0.0,0.0,-1.38,-0.28
2.71,1.0,0.0,0.0,-1.43,-0.29
2.72,0.99,0.0,0.0,-1.48,-0.3
2.73,0.99,0.0,0.0,-1.52,-0.3
2.74,0.99,0.0,0.0,-1.57,-0.31
2.75,0.99,0.0,0.0,-1.62,-0.32
2.76,0.99,0.0,0.0,-1.67,-0.33
2.77,0.99,5.0,0.0,-1.71,-0.34
2.78,0.99,4.17,0.0,-1.76,-0.35
2.79,0.99,3.33,0.0,-1.81,-0.36
2.8,0.99,2.5,0.0,-1.86,-0.37
2.81,0.99,1.67,0.0,-1.9,-0.38
2.82,0.99,0.83,0.0,-1.95,-0.39
2.83,0.99,5.0,0.0,-2.0,-0.4
2.84,0.99,2.5,0.0,-2.0,-0.4
2.85,0.99,0.0,0.0,-2.0,-0.4
2.86,0.99,0.0,0.0,-2.0,-0.4
2.87,0.99,0.0,0.0,-2.0,-0.4
2.88,0.99,0.0,0.0,-2.0,-0.4
2.89,0.99,0.0,0.0,-2.0,-0.4
2.9,0.99,0.0,0.0,-2.0,-0.4
2.91,0.99,0.0,0.0,-2.0,-0.4
2.92,0.99,0.0,0.0,-2.0,-0.4
2.93,0.99,0.0,0.0,-2.0,-0.4
2.94,0.99,0.0,0.0,-2.0,-0.4
2.95,0.99,0.0,0.0,-2.0,-0.4
2.96,0.99,0.0,0.0,-2.0,-0.4
2.97,0.99,0.0,0.0,-2.0,-0.4
2.98,0.99,0.0,0.0,-2.0,-0.4
2.99,0.99,0.16,0.0,-2.0,-0.4
3.0,0.99,0.32,0.0,-2.0,-0.4
3.01,0.99,0.48,0.0,-2.0,-0.4
3.02,0.99,0.65,0.0,-2.0,-0.4
3.03,0.99,0.81,0.0,-2.0,-0.4
3.04,0.99,0.97,0.0,-2.0,-0.4
3.05,0.99,1.13,0.0,-2.0,-0.4
3.06,0.99,1.29,0.0,-2.0,-0.4
3.07,0.99,1.45,0.0,-2.0,-0.4
3.08,0.99,1.61,0.0,-2.0,-0.4
3.09,0.99,1.77,0.0,-2.0,-0.4
3.1,0.99,1.94,0.0,-2.0,-0.4
3.11,0.99,2.1,0.0,-2.0,-0.4
3.12,0.99,2.26,0.0,-2.0,-0.4
3.13,0.99,2.42,0.0,-2.0,-0.4
3.14,0.99,2.58,0.0,-2.0,-0.4
3.15,0.99,2.74,0.0,-2.0,-0.4
3.16,0.99,2.9,0.0,-2.0,-0.4
3.17,0.99,3.06,0.0,-2.0,-0.4
3.18,0.99,3.23,0.0,-2.0,-0.4
3.19,0.99,3.39,0.0,-2.0,-0.4
3.2,0.99,3.55,0.0,-2.0,-0.4
3.21,0.99,3.71,0.0,-2.0,-0.4
3.22,0.99,3.87,0.0,-2.0,-0.4
3.23,0.99,4.03,0.0,-2.0,-0.4
3.24,0.99,4.19,0.0,-2.0,-0.4
3.25,0.99,4.35,0.0,-2.0,-0.4
3.26,0.99,4.52,0.0,-2.0,-0.4
3.27,0.99,4.68,0.0,-2.0,-0.4
3.28,0.99,4.84,0.0,-2.0,-0.4
3.29,0.99,5.0,0.0,-2.0,-0.4
3.3,0.99,4.71,0.0,-2.0,-0.4
3.31,0.99,4.41,0.0,-2.0,-0.4
3.32,0.99,4.12,0.0,-2.0,-0.4
3.33,0.99,3.82,0.0,-2.0,-0.4
3.34,0.99,3.53,0.0,-2.0,-0.4
3.35,0.99,3.24,0.0,-2.0,-0.4
3.36,0.99,2.94,0.0,-2.0,-0.4
3.37,0.99,2.65,0.0,-2.0,-0.4
3.38,0.99,2.35,0.0,-2.0,-0.4
3.39,0.99,2.06,0.0,-2.0,-0.4
3.4,0.99,1.76,0.0,-2.0,-0.4
3.41,0.99,1.47,0.0,-2.0,-0.4
3.42,0.99,1.18,0.0,-2.0,-0.4
3.43,0.99,0.88,0.0,-2.0,-0.4
3.44,0.99,0.59,0.0,-2.0,-0.4
3.45,0.99,0.29,0.0,-2.0,-0.4
3.46,0.99,0.0,0.0,-2.0,-0.4
3.47,1.0,0.38,0.0,-2.0,-0.4
3.48,1.0,0.77,0.0,-2.0,-0.4
3.49,1.0,1.15,0.0,-2.0,-0.4
3.5,1.0,1.54,0.0,-2.0,-0.4
3.51,1.0,1.92,0.0,-2.0,-0.4
3.52,1.0,2.31,0.0,-2.0,-0.4
3.53,1.0,2.69,0.0,-2.0,-0.4
3.54,1.0,3.08,0.0,-2.0,-0.4
3.55,1.0,3.46,0.0,-2.0,-0.4
3.56,1.0,3.85,0.0,-2.0,-0.4
3.57,1.0,4.23,0.0,-2.0,-0.4
3.58,1.0,4.62,0.0,-2.0,-0.4
3.59,1.0,5.0,0.0,-2.0,-0.4
3.6,1.0,4.67,0.0,-2.0,-0.4
3.61,1.0,4.33,0.0,-2.0,-0.4
3.62,1.0,4.0,0.0,-2.0,-0.4
3.63,1.0,3.67,0.0,-2.0,-0.4
3.64,1.0,3.33,0.0,-2.0,-0.4
3.65,1.0,3.0,0.0,-2.0,-0.4
3.66,1.0,2.67,0.0,-2.0,-0.4
3.67,1.0,2.33,0.0,-2.0,-0.4
3.68,1.0,2.0,0.0,-2.0,-0.4
3.69,1.0,1.67,0.0,-2.0,-0.4
3.7,1.0,1.33,0.0,-2.0,-0.4
3.71,1.0,1.0,0.0,-2.0,-0.4
3.72,1.0,0.67,0.0,-2.0,-0.4
3.73,1.0,0.33,0.0,-2.0,-0.4
3.74,1.0,0.0,0.0,-2.0,-0.4
3.75,1.0,0.0,0.0,-2.0,-0.4
3.76,1.0,0.0,0.0,-2.0,-0.4
3.77,1.0,0.0,0.0,-2.0,-0.4
3.78,1.0,0.0,0.0,-2.0,-0.4
3.79,1.0,0.0,0.0,-2.0,-0.4
3.8,1.0,0.0,0.0,-2.0,-0.4
3.81,1.0,0.0,0.0,-2.0,-0.4
3.82,1.0,0.0,0.0,-2.0,-0.4
3.83,1.0,0.0,0.0,-2.0,-0.4
3.84,1.0,0.0,0.0,-2.0,-0.4
3.85,1.0,0.0,0.0,-2.0,-0.4
3.86,1.0,0.0,0.0,-2.0,-0.4
3.87,1.0,0.0,0.0,-2.0,-0.4
3.88,1.0,0.0,0.0,-2.0,-0.4
3.89,1.0,0.0,0.0,-2.0,-0.4
3.9,1.0,0.0,0.0,-2.0,-0.4
3.91,1.0,0.0,0.0,-1.97,-0.39
3.92,1.0,0.0,0.0,-1.95,-0.39
3.93,1.0,0.0,0.0,-1.92,-0.38
3.94,1.0,0.0,0.0,-1.89,-0.38
3.95,1.0,0.0,0.0,-1.87,-0.37
3.96,1.0,0.0,0.0,-1.84,-0.37
3.97,1.0,0.0,0.0,-1.82,-0.36
3.98,1.0,0.0,0.0,-1.79,-0.36
3.99,1.0,0.0,0.0,-1.76,-0.35
4.0,1.0,0.0,0.0,-1.74,-0.35
4.01,1.0,0.0,0.0,-1.71,-0.34
4.02,1.0,0.0,0.0,-1.68,-0.34
4.03,1.0,0.0,0.0,-1.66,-0.33
4.04,1.0,0.45,0.0,-1.63,-0.33
4.05,1.0,0.91,0.0,-1.61,-0.32
4.06,1.0,1.36,0.0,-1.58,-0.32
4.07,1.0,1.82,0.0,-1.55,-0.31
4.08,1.0,2.27,0.0,-1.53,-0.31
4.09,1.0,2.73,0.0,-1.5,-0.3
4.1,1.0,3.18,0.0,-1.47,-0.29
4.11,1.0,3.64,0.0,-1.45,-0.29
4.12,1.0,4.09,0.0,-1.42,-0.28
4.13,1.0,4.55,0.0,-1.39,-0.28
4.14,1.0,5.0,0.0,-1.37,-0.27
4.15,1.0,4.64,0.0,-1.34,-0.27
4.16,1.0,4.29,0.0,-1.32,-0.26
4.17,0.99,3.93,0.0,-1.29,-0.26
4.18,0.99,3.57,0.0,-1.26,-0.25
4.19,0.99,3.21,0.0,-1.24,-0.25
4.2,0.99,2.86,0.0,-1.21,-0.24
4.21,0.99,2.5,0.0,-1.18,-0.24
4.22,0.99,2.14,0.0,-1.16,-0.23
4.23,0.99,1.79,0.0,-1.13,-0.23
4.24,0.99,1.43,0.0,-1.11,-0.22
4.25,0.99,1.07,0.0,-1.08,-0.22
4.26,0.99,0.71,0.0,-1.05,-0.21
4.27,0.99,0.36,0.0,-1.03,-0.21
4.28,0.99,0.0,0.0,-1.0,-0.2
4.29,0.99,5.0,0.0,-1.05,-0.21
4.3,1.0,0.0,0.0,-1.1,-0.22
4.31,1.0,0.26,0.0,-1.15,-0.23
4.32,1.0,0.53,0.0,-1.2,-0.24
4.33,1.0,0.79,0.0,-1.25,-0.25
4.34,1.0,1.05,0.0,-1.3,-0.26
4.35,1.0,1.32,0.0,-1.35,-0.27
4.36,1.0,1.58,0.0,-1.4,-0.28
4.37,1.0,1.84,0.0,-1.45,-0.29
4.38,1.0,2.11,0.0,-1.5,-0.3
4.39,1.0,2.37,0.0,-1.55,-0.3
4.4,1.0,2.63,0.0,-1.6,-0.31
4.41,1.0,2.89,0.0,-1.65,-0.32
4.42,1.0,3.16,0.0,-1.7,-0.33
4.43,1.0,3.42,0.0,-1.75,-0.34
4.44,1.0,3.68,0.0,-1.8,-0.35
4.45,1.0,3.95,0.0,-1.85,-0.36
4.46,1.0,4.21,0.0,-1.9,-0.37
4.47,1.0,4.47,0.0,-1.95,-0.38
4.48,1.0,4.74,0.0,-2.0,-0.39
4.49,1.01,5.0,0.0,-2.0,-0.4
4.5,1.0,4.55,0.0,-2.0,-0.4
4.51,1.0,4.09,0.0,-2.0,-0.4
4.52,1.0,3.64,0.0,-2.0,-0.4
4.53,1.0,3.18,0.0,-2.0,-0.4
4.54,1.0,2.73,0.0,-2.0,-0.4
4.55,1.0,2.27,0.0,-2.0,-0.4
4.56,1.0,1.82,0.0,-2.0,-0.4
4.57,1.0,1.36,0.0,-2.0,-0.4
4.58,1.0,0.91,0.0,-2.0,-0.4
4.59,1.0,0.45,0.0,-2.0,-0.4
4.6,1.0,0.0,0.0,-2.0,-0.4
4.61,1.0,0.0,0.0,-2.0,-0.4
4.62,1.0,0.0,0.0,-2.0,-0.4
4.63,1.0,0.0,0.0,-2.0,-0.4
4.64,1.0,0.0,0.0,-2.0,-0.4
4.65,1.0,0.0,0.0,-2.0,-0.4
4.66,1.0,0.0,0.0,-2.0,-0.4
4.67,1.0,0.0,0.0,-2.0,-0.4
4.68,0.99,0.0,0.0,-2.0,-0.4
4.69,0.99,0.0,0.0,-2.0,-0.4
4.7,0.99,0.0,0.0,-2.0,-0.4
4.71,0.99,0.0,0.0,-2.0,-0.4
4.72,0.99,0.5,0.0,-2.0,-0.4
4.73,0.99,1.0,0.0,-2.0,-0.4
4.74,0.99,1.5,0.0,-2.0,-0.4
4.75,0.99,2.0,0.0,-2.0,-0.4
4.76,0.99,2.5,0.0,-2.0,-0.4
4.77,0.99,3.0,0.0,-2.0,-0.4
4.78,0.99,3.5,0.0,-2.0,-0.4
4.79,0.99,4.0,0.0,-2.0,-0.4
4.8,0.99,4.5,0.0,-2.0,-0.4
4.81,0.99,5.0,0.0,-2.0,-0.4
4.82,0.99,3.33,0.0,-2.0,-0.4
4.83,0.99,1.67,0.0,-2.0,-0.4
4.84,0.99,0.0,0.0,-2.0,-0.4
4.85,0.99,0.0,0.0,-2.0,-0.4
4.86,0.99,0.0,0.0,-2.0,-0.4
4.87,0.99,0.0,0.0,-2.0,-0.4
4.88,0.99,0.0,0.0,-2.0,-0.4
4.89,0.99,0.0,0.0,-2.0,-0.4
4.9,0.99,0.0,0.0,-2.0,-0.4
4.91,0.99,0.0,0.0,-2.0,-0.4
4.92,0.99,0.0,0.0,-2.0,-0.4
4.93,0.99,0.0,0.0,-2.0,-0.4
4.94,0.99,0.0,0.0,-2.0,-0.4
4.95,0.99,0.0,0.0,-2.0,-0.4
4.96,0.99,0.0,0.0,-2.0,-0.4
4.97,0.99,0.0,0.0,-2.0,-0.4
4.98,0.99,0.0,0.0,-2.0,-0.4
4.99,0.99,0.0,0.0,-2.0,-0.4
5.0,0.99,0.0,0.0,-2.0,-0.4
5.01,0.99,0.0,0.0,-2.0,-0.4
5.02,0.99,0.0,0.0,-2.0,-0.4
5.03,0.99,0.0,0.0,-2.0,-0.4
5.04,0.99,0.0,0.0,-2.0,-0.4
5.05,0.99,0.0,0.0,-2.0,-0.4
5.06,0.99,0.0,0.0,-2.0,-0.4
5.07,0.99,0.0,0.0,-2.0,-0.4
5.08,0.99,0.0,0.0,-2.0,-0.4
5.09,0.99,0.0,0.0,-2.0,-0.4
5.1,0.99,0.0,0.0,-2.0,-0.4
5.11,0.99,0.0,0.0,-2.0,-0.4
5.12,0.99,0.0,0.0,-2.0,-0.4
5.13,0.99,0.0,0.0,-2.0,-0.4
5.14,0.99,0.0,0.0,-2.0,-0.4
5.15,0.99,0.0,0.0,-2.0,-0.4
5.16,0.99,0.0,0.0,-2.0,-0.4
5.17,0.99,0.0,0.0,-2.0,-0.4
5.18,0.99,0.0,0.0,-2.0,-0.4
5.19,0.99,0.0,0.0,-2.0,-0.4
5.2,0.99,0.0,0.0,-2.0,-0.4
5.21,0.99,0.0,0.0,-2.0,-0.4
5.22,0.99,0.42,0.0,-2.0,-0.4
5.23,0.99,0.83,0.0,-2.0,-0.4
5.24,0.99,1.25,0.0,-2.0,-0.4
5.25,0.99,1.67,0.0,-2.0,-0.4
5.26,0.99,2.08,0.0,-2.0,-0.4
5.27,0.99,2.5,0.0,-2.0,-0.4
5.28,0.99,2.92,0.0,-2.0,-0.4
5.29,0.99,3.33,0.0,-2.0,-0.4
5.3,0.99,3.75,0.0,-2.0,-0.4
5.31,0.99,4.17,0.0,-2.0,-0.4
5.32,0.99,4.58,0.0,-2.0,-0.4
5.33,0.99,5.0,0.0,-2.0,-0.4
5.34,0.99,4.58,0.0,-2.0,-0.4
5.35,0.99,4.17,0.0,-2.0,-0.4
5.36,0.99,3.75,0.0,-2.0,-0.4
