time,wall_distance,desired_velocity,actual_velocity,desired_heading,control_variable
49.47,1.13,5.0,5.0,-0.85,-0.17
49.48,1.13,5.0,5.0,-0.88,-0.18
49.49,1.13,5.0,5.0,-0.9,-0.18
49.5,1.13,5.0,5.0,-0.93,-0.19
49.51,1.13,5.0,5.0,-0.95,-0.19
49.52,1.13,5.0,5.0,-0.98,-0.2
49.53,1.13,5.0,5.0,-1.0,-0.2
49.54,1.13,5.0,5.0,-0.89,-0.18
49.55,1.13,5.0,5.0,-0.79,-0.16
49.56,1.13,5.0,5.0,-0.68,-0.14
49.57,1.13,5.0,5.0,-0.58,-0.12
49.58,1.13,5.0,5.0,-0.47,-0.09
49.59,1.13,5.0,5.0,-0.37,-0.07
49.6,1.13,5.0,5.0,-0.26,-0.05
49.61,1.13,5.0,5.0,-0.16,-0.03
49.62,1.13,5.0,5.0,-0.05,-0.01
49.63,1.13,5.0,5.0,0.05,0.01
49.64,1.14,5.0,5.0,0.16,0.03
49.65,1.14,5.0,5.0,0.26,0.05
49.66,1.14,5.0,5.0,0.37,0.07
49.67,1.14,5.0,5.0,0.47,0.09
49.68,1.14,5.0,5.0,0.58,0.12
49.69,1.14,5.0,5.0,0.68,0.14
49.7,1.14,5.0,5.0,0.79,0.16
49.71,1.14,5.0,5.0,0.89,0.18
49.72,1.14,5.0,5.0,1.0,0.2
49.73,1.14,5.0,5.0,0.97,0.19
49.74,1.14,5.0,5.0,0.95,0.19
49.75,1.14,5.0,5.0,0.92,0.18
49.76,1.14,5.0,5.0,0.9,0.18
49.77,1.14,5.0,5.0,0.87,0.17
49.78,1.14,5.0,5.0,0.85,0.17
49.79,1.14,5.0,5.0,0.82,0.16
49.8,1.14,5.0,5.0,0.8,0.16
49.81,1.14,5.0,5.0,0.77,0.15
49.82,1.14,5.0,5.0,0.75,0.15
49.83,1.14,5.0,5.0,0.73,0.15
49.84,1.14,5.0,5.0,0.7,0.14
49.85,1.14,5.0,5.0,0.67,0.13
49.86,1.14,5.0,5.0,0.65,0.13
49.87,1.14,5.0,5.0,0.62,0.12
49.88,1.14,5.0,5.0,0.6,0.12
49.89,1.14,5.0,5.0,0.57,0.11
49.9,1.14,5.0,5.0,0.55,0.11
49.91,1.14,5.0,5.0,0.52,0.1
49.92,1.14,5.0,5.0,0.5,0.1
49.93,1.14,5.0,5.0,0.47,0.09
49.94,1.14,5.0,5.0,0.45,0.09
49.95,1.14,5.0,5.0,0.42,0.08
49.96,1.14,5.0,5.0,0.4,0.08
49.97,1.14,5.0,5.0,0.37,0.07
49.98,1.14,5.0,5.0,0.35,0.07
49.99,1.14,5.0,5.0,0.32,0.06
50.0,1.14,5.0,5.0,0.3,0.06
50.01,1.14,5.0,5.0,0.27,0.05
50.02,1.14,5.0,5.0,0.25,0.05
50.03,1.14,5.0,5.0,0.22,0.04
50.04,1.14,5.0,5.0,0.2,0.04
50.05,1.14,5.0,5.0,0.17,0.03
50.06,1.14,5.0,5.0,0.15,0.03
50.07,1.14,5.0,5.0,0.12,0.02
50.08,1.14,5.0,5.0,0.1,0.02
50.09,1.14,5.0,5.0,0.07,0.01
50.1,1.14,5.0,5.0,0.05,0.01
50.11,1.14,5.0,5.0,0.02,0.0
50.12,1.14,5.0,5.0,0.0,0.0
50.13,1.14,5.0,5.0,0.0,0.0
50.14,1.14,5.0,5.0,0.0,0.0
50.15,1.14,5.0,5.0,0.0,0.0
50.16,1.14,5.0,5.0,0.0,0.0
50.17,1.14,5.0,5.0,0.0,0.0
50.18,1.14,5.0,5.0,0.0,0.0
50.19,1.14,5.0,5.0,0.0,0.0
50.2,1.14,5.0,5.0,0.0,0.0
50.21,1.14,5.0,5.0,0.0,0.0
50.22,1.14,5.0,5.0,0.0,0.0
50.23,1.14,5.0,5.0,0.0,0.0
50.24,1.14,5.0,5.0,0.0,0.0
50.25,1.14,5.0,5.0,0.0,0.0
50.26,1.14,5.0,5.0,0.0,0.0
50.27,1.14,5.0,5.0,0.0,0.0
50.28,1.14,5.0,5.0,0.0,0.0
50.29,1.14,5.0,5.0,0.0,0.0
50.3,1.14,5.0,5.0,0.0,0.0
50.31,1.14,5.0,5.0,0.0,0.0
50.32,1.14,5.0,5.0,0.0,0.0
50.33,1.14,5.0,5.0,0.0,0.0
50.34,1.14,5.0,5.0,0.0,0.0
50.35,1.14,5.0,5.0,0.0,0.0
50.36,1.14,5.0,5.0,0.0,0.0
50.37,1.14,5.0,5.0,0.0,0.0
50.38,1.14,5.0,5.0,0.0,0.0
50.39,1.14,5.0,5.0,0.0,0.0
50.4,1.14,5.0,5.0,0.0,0.0
50.41,1.14,5.0,5.0,0.0,0.0
50.42,1.14,5.0,5.0,0.0,0.0
50.43,1.14,5.0,5.0,0.0,0.0
50.44,1.14,5.0,5.0,0.0,0.0
50.45,1.14,5.0,5.0,0.0,0.0
50.46,1.14,5.0,5.0,0.0,0.0
50.47,1.14,5.0,5.0,0.0,0.0
50.48,1.14,5.0,5.0,0.0,0.0
50.49,1.14,5.0,5.0,0.0,0.0
50.5,1.14,5.0,5.0,0.0,0.0
50.51,1.14,5.0,5.0,0.0,0.0
50.52,1.14,5.0,5.0,0.0,0.0
50.53,1.14,5.0,5.0,0.0,0.0
50.54,1.14,5.0,5.0,0.0,0.0
50.55,1.14,5.0,5.0,0.0,0.0
50.56,1.14,5.0,5.0,0.0,0.0
50.57,1.14,5.0,5.0,0.0,0.0
50.58,1.14,5.0,5.0,0.0,0.0
50.59,1.14,5.0,5.0,0.0,0.0
50.6,1.14,5.0,5.0,0.0,0.0
50.61,1.14,5.0,5.0,0.0,0.0
50.62,1.14,5.0,5.0,0.0,0.0
50.63,1.14,5.0,5.0,0.0,0.0
50.64,1.14,5.0,5.0,0.0,0.0
50.65,1.14,5.0,5.0,0.0,0.0
50.66,1.14,5.0,5.0,0.0,0.0
50.67,1.14,5.0,5.0,0.0,0.0
50.68,1.14,5.0,5.0,0.0,0.0
50.69,1.14,5.0,5.0,0.0,0.0
50.7,1.14,5.0,5.0,0.0,0.0
50.71,1.14,5.0,5.0,0.0,0.0
50.72,1.14,5.0,5.0,0.0,0.0
50.73,1.14,5.0,5.0,0.0,0.0
50.74,1.14,5.0,5.0,0.0,0.0
50.75,1.14,5.0,5.0,0.0,0.0
50.76,1.14,5.0,5.0,0.0,0.0
50.77,1.14,5.0,5.0,0.0,0.0
50.78,1.14,5.0,5.0,0.0,0.0
50.79,1.14,5.0,5.0,0.0,0.0
50.8,1.14,5.0,5.0,0.0,0.0
50.81,1.14,5.0,5.0,0.0,0.0
50.82,1.14,5.0,5.0,0.0,0.0
50.83,1.14,5.0,5.0,0.0,0.0
50.84,1.14,5.0,5.0,0.0,0.0
50.85,1.14,5.0,5.0,0.0,0.0
50.86,1.14,5.0,5.0,0.0,0.0
50.87,1.14,5.0,5.0,0.0,0.0
50.88,1.13,5.0,5.0,0.0,0.0
50.89,1.13,5.0,5.0,0.0,0.0
50.9,1.13,5.0,5.0,0.0,0.0
50.91,1.13,5.0,5.0,0.02,0.0
50.92,1.13,5.0,5.0,0.05,0.01
50.93,1.13,5.0,5.0,0.07,0.01
50.94,1.13,5.0,5.0,0.09,0.02
50.95,1.13,5.0,5.0,0.11,0.02
50.96,1.13,5.0,5.0,0.14,0.03
50.97,1.13,5.0,5.0,0.16,0.03
50.98,1.13,5.0,5.0,0.18,0.04
50.99,1.13,5.0,5.0,0.2,0.04
51.0,1.13,5.0,5.0,0.23,0.05
51.01,1.13,5.0,5.0,0.25,0.05
51.02,1.13,5.0,5.0,0.27,0.05
51.03,1.13,5.0,5.0,0.3,0.06
51.04,1.13,5.0,5.0,0.32,0.06
51.05,1.13,5.0,5.0,0.34,0.07
51.06,1.13,5.0,5.0,0.36,0.07
51.07,1.13,5.0,5.0,0.39,0.08
51.08,1.13,5.0,5.0,0.41,0.08
51.09,1.13,5.0,5.0,0.43,0.09
51.1,1.13,5.0,5.0,0.45,0.09
51.11,1.13,5.0,5.0,0.48,0.1
51.12,1.13,5.0,5.0,0.5,0.1
51.13,1.13,5.0,5.0,0.52,0.1
51.14,1.13,5.0,5.0,0.55,0.11
51.15,1.13,5.0,5.0,0.57,0.11
51.16,1.13,5.0,5.0,0.59,0.12
51.17,1.13,5.0,5.0,0.61,0.12
51.18,1.13,5.0,5.0,0.64,0.13
51.19,1.13,5.0,5.0,0.66,0.13
51.2,1.13,5.0,5.0,0.68,0.14
51.21,1.13,5.0,5.0,0.7,0.14
51.22,1.13,5.0,5.0,0.73,0.15
51.23,1.13,5.0,5.0,0.75,0.15
51.24,1.13,5.0,5.0,0.77,0.15
51.25,1.13,5.0,5.0,0.8,0.16
51.26,1.13,5.0,5.0,0.82,0.16
51.27,1.13,5.0,5.0,0.84,0.17
51.28,1.13,5.0,5.0,0.86,0.17
51.29,1.13,5.0,5.0,0.89,0.18
51.3,1.13,5.0,5.0,0.91,0.18
51.31,1.13,5.0,5.0,0.93,0.19
51.32,1.13,5.0,5.0,0.95,0.19
51.33,1.13,5.0,5.0,0.98,0.2
51.34,1.13,5.0,5.0,1.0,0.2
51.35,1.13,5.0,5.0,0.98,0.2
51.36,1.13,5.0,5.0,0.95,0.19
51.37,1.13,5.0,5.0,0.92,0.18
51.38,1.13,5.0,5.0,0.9,0.18
51.39,1.13,5.0,5.0,0.88,0.18
51.4,1.13,5.0,5.0,0.85,0.17
51.41,1.13,5.0,5.0,0.82,0.16
51.42,1.13,5.0,5.0,0.8,0.16
51.43,1.13,5.0,5.0,0.78,0.16
51.44,1.13,5.0,5.0,0.75,0.15
51.45,1.13,5.0,5.0,0.73,0.15
51.46,1.13,5.0,5.0,0.7,0.14
51.47,1.13,5.0,5.0,0.68,0.14
51.48,1.13,5.0,5.0,0.65,0.13
51.49,1.13,5.0,5.0,0.63,0.13
51.5,1.13,5.0,5.0,0.6,0.12
51.51,1.13,5.0,5.0,0.58,0.12
51.52,1.13,5.0,5.0,0.55,0.11
51.53,1.13,5.0,5.0,0.53,0.11
51.54,1.13,5.0,5.0,0.5,0.1
51.55,1.13,5.0,5.0,0.47,0.09
51.56,1.13,5.0,5.0,0.45,0.09
51.57,1.13,5.0,5.0,0.43,0.09
51.58,1.13,5.0,5.0,0.4,0.08
51.59,1.13,5.0,5.0,0.37,0.07
51.6,1.13,5.0,5.0,0.35,0.07
51.61,1.13,5.0,5.0,0.33,0.07
51.62,1.13,5.0,5.0,0.3,0.06
51.63,1.13,5.0,5.0,0.27,0.05
51.64,1.13,5.0,5.0,0.25,0.05
51.65,1.13,5.0,5.0,0.23,0.05
51.66,1.13,5.0,5.0,0.2,0.04
51.67,1.13,5.0,5.0,0.18,0.04
51.68,1.13,5.0,5.0,0.15,0.03
51.69,1.13,5.0,5.0,0.13,0.03
51.7,1.13,5.0,5.0,0.1,0.02
51.71,1.13,5.0,5.0,0.08,0.02
51.72,1.13,5.0,5.0,0.05,0.01
51.73,1.13,5.0,5.0,0.02,0.0
51.74,1.13,5.0,5.0,0.0,0.0
51.75,1.13,5.0,5.0,-0.05,-0.01
51.76,1.13,5.0,5.0,-0.11,-0.02
51.77,1.13,5.0,5.0,-0.16,-0.03
51.78,1.13,5.0,5.0,-0.21,-0.04
51.79,1.13,5.0,5.0,-0.26,-0.05
51.8,1.13,5.0,5.0,-0.32,-0.06
51.81,1.13,5.0,5.0,-0.37,-0.07
51.82,1.13,5.0,5.0,-0.42,-0.08
51.83,1.13,5.0,5.0,-0.47,-0.09
51.84,1.13,5.0,5.0,-0.53,-0.11
51.85,1.13,5.0,5.0,-0.58,-0.12
51.86,1.13,5.0,5.0,-0.63,-0.13
51.87,1.13,5.0,5.0,-0.68,-0.14
51.88,1.14,5.0,5.0,-0.74,-0.15
51.89,1.14,5.0,5.0,-0.79,-0.16
51.9,1.14,5.0,5.0,-0.84,-0.17
51.91,1.14,5.0,5.0,-0.89,-0.18
51.92,1.14,5.0,5.0,-0.95,-0.19
51.93,1.14,5.0,5.0,-1.0,-0.2
51.94,1.14,5.0,5.0,-0.96,-0.2
51.95,1.14,5.0,5.0,-0.92,-0.19
51.96,1.14,5.0,5.0,-0.87,-0.19
51.97,1.14,5.0,5.0,-0.83,-0.18
51.98,1.14,5.0,5.0,-0.79,-0.18
51.99,1.14,5.0,5.0,-0.75,-0.17
52.0,1.14,5.0,5.0,-0.71,-0.17
52.01,1.14,5.0,5.0,-0.67,-0.16
52.02,1.14,5.0,5.0,-0.62,-0.16
52.03,1.14,5.0,5.0,-0.58,-0.15
52.04,1.14,5.0,5.0,-0.54,-0.15
52.05,1.14,5.0,5.0,-0.5,-0.15
52.06,1.13,5.0,5.0,-0.46,-0.14
52.07,1.13,5.0,5.0,-0.42,-0.14
52.08,1.13,5.0,5.0,-0.38,-0.13
52.09,1.13,5.0,5.0,-0.33,-0.13
52.1,1.13,5.0,5.0,-0.29,-0.12
52.11,1.13,5.0,5.0,-0.25,-0.12
52.12,1.13,5.0,5.0,-0.21,-0.11
52.13,1.13,5.0,5.0,-0.17,-0.11
52.14,1.13,5.0,5.0,-0.13,-0.1
52.15,1.13,5.0,5.0,-0.08,-0.1
52.16,1.13,5.0,5.0,-0.04,-0.1
52.17,1.13,5.0,5.0,0.0,-0.09
52.18,1.13,5.0,5.0,0.0,-0.09
52.19,1.13,5.0,5.0,0.0,-0.08
52.2,1.13,5.0,5.0,0.0,-0.08
52.21,1.13,5.0,5.0,0.0,-0.07
52.22,1.13,5.0,5.0,0.0,-0.07
52.23,1.13,5.0,5.0,0.0,-0.06
52.24,1.13,5.0,5.0,0.0,-0.06
52.25,1.13,5.0,5.0,0.0,-0.05
52.26,1.13,5.0,5.0,0.0,-0.05
52.27,1.13,5.0,5.0,0.0,-0.05
52.28,1.13,5.0,5.0,0.0,-0.04
52.29,1.13,5.0,5.0,0.0,-0.04
52.3,1.13,5.0,5.0,0.0,-0.03
52.31,1.13,5.0,5.0,0.0,-0.03
52.32,1.13,5.0,5.0,0.0,-0.02
52.33,1.13,5.0,5.0,0.0,-0.02
52.34,1.13,5.0,5.0,0.0,-0.01
52.35,1.13,5.0,5.0,0.0,-0.01
52.36,1.13,5.0,5.0,0.0,-0.0
52.37,1.13,5.0,5.0,0.0,0.0
52.38,1.13,5.0,5.0,0.0,0.0
52.39,1.13,5.0,5.0,0.0,0.0
52.4,1.13,5.0,5.0,0.0,0.0
52.41,1.13,5.0,5.0,0.0,0.0
52.42,1.13,5.0,5.0,0.0,0.0
52.43,1.13,5.0,5.0,0.0,0.0
52.44,1.13,5.0,5.0,0.0,0.0
52.45,1.13,5.0,5.0,0.0,0.0
52.46,1.13,5.0,5.0,0.0,0.0
52.47,1.13,5.0,5.0,0.0,0.0
52.48,1.13,5.0,5.0,0.0,0.0
52.49,1.13,5.0,5.0,0.0,0.0
52.5,1.13,5.0,5.0,0.0,0.0
52.51,1.13,5.0,5.0,0.0,0.0
52.52,1.13,5.0,5.0,0.0,0.0
52.53,1.13,5.0,5.0,0.0,0.0
52.54,1.13,5.0,5.0,0.0,0.0
52.55,1.13,5.0,5.0,0.0,0.0
52.56,1.13,5.0,5.0,0.0,0.0
52.57,1.13,5.0,5.0,0.0,0.0
52.58,1.13,5.0,5.0,0.0,0.0
52.59,1.13,5.0,5.0,0.0,0.0
52.6,1.13,5.0,5.0,0.0,0.0
52.61,1.13,5.0,5.0,0.0,0.0
52.62,1.13,5.0,5.0,0.0,0.0
52.63,1.13,5.0,5.0,0.0,0.0
52.64,1.13,5.0,5.0,0.0,0.0
52.65,1.13,5.0,5.0,0.0,0.0
52.66,1.13,5.0,5.0,0.0,0.0
52.67,1.13,5.0,5.0,0.0,0.0
52.68,1.13,5.0,5.0,0.0,0.0
52.69,1.13,5.0,5.0,0.0,0.0
52.7,1.13,5.0,5.0,0.0,0.0
52.71,1.13,5.0,5.0,0.0,0.0
52.72,1.13,5.0,5.0,0.0,0.0
52.73,1.13,5.0,5.0,0.0,0.0
52.74,1.13,5.0,5.0,0.0,0.0
52.75,1.13,5.0,5.0,0.0,0.0
52.76,1.13,5.0,5.0,0.0,0.0
52.77,1.13,5.0,5.0,0.0,0.0
52.78,1.13,5.0,5.0,0.0,0.0
52.79,1.13,5.0,5.0,0.0,0.0
52.8,1.13,5.0,5.0,0.0,0.0
52.81,1.13,5.0,5.0,0.0,0.0
52.82,1.13,5.0,5.0,0.0,0.0
52.83,1.13,5.0,5.0,0.0,0.0
52.84,1.13,5.0,5.0,0.0,0.0
52.85,1.13,5.0,5.0,0.0,0.0
52.86,1.13,5.0,5.0,0.0,0.0
52.87,1.13,5.0,5.0,0.0,0.0
52.88,1.13,5.0,5.0,0.0,0.0
52.89,1.13,5.0,5.0,0.0,0.0
52.9,1.13,5.0,5.0,0.0,0.0
52.91,1.13,5.0,5.0,0.0,0.0
52.92,1.13,5.0,5.0,0.0,0.0
52.93,1.13,5.0,5.0,0.0,0.0
52.94,1.13,5.0,5.0,0.0,0.0
52.95,1.13,5.0,5.0,0.0,0.0
52.96,1.13,5.0,5.0,0.0,0.0
52.97,1.13,5.0,5.0,0.0,0.0
52.98,1.13,5.0,5.0,0.0,0.0
52.99,1.13,5.0,5.0,0.0,0.0
53.0,1.13,5.0,5.0,0.0,0.0
53.01,1.13,5.0,5.0,0.0,0.0
53.02,1.13,5.0,5.0,0.0,0.0
53.03,1.13,5.0,5.0,0.0,0.0
53.04,1.13,5.0,5.0,0.0,0.0
53.05,1.13,5.0,5.0,0.0,0.0
53.06,1.13,5.0,5.0,0.0,0.0
53.07,1.13,5.0,5.0,0.0,0.0
53.08,1.13,5.0,5.0,0.0,0.0
53.09,1.13,5.0,5.0,0.0,0.0
53.1,1.13,5.0,5.0,0.0,0.0
53.11,1.13,5.0,5.0,0.0,0.0
53.12,1.13,5.0,5.0,0.0,0.0
53.13,1.13,5.0,5.0,0.0,0.0
53.14,1.13,5.0,5.0,0.0,0.0
53.15,1.13,5.0,5.0,0.0,0.0
53.16,1.13,5.0,5.0,0.0,0.0
53.17,1.13,5.0,5.0,0.0,0.0
53.18,1.13,5.0,5.0,0.0,0.0
53.19,1.13,5.0,5.0,0.0,0.0
53.2,1.13,5.0,5.0,0.0,0.0
53.21,1.13,5.0,5.0,0.0,0.0
53.22,1.13,5.0,5.0,0.0,0.0
53.23,1.13,5.0,5.0,0.0,0.0
53.24,1.13,5.0,5.0,0.0,0.0
53.25,1.13,5.0,5.0,0.0,0.0
53.26,1.13,5.0,5.0,0.0,0.0
53.27,1.13,5.0,5.0,0.0,0.0
53.28,1.13,5.0,5.0,0.0,0.0
53.29,1.13,5.0,5.0,0.0,0.0
53.3,1.13,5.0,5.0,0.0,0.0
53.31,1.13,5.0,5.0,0.0,0.0
53.32,1.13,5.0,5.0,0.0,0.0
53.33,1.13,5.0,5.0,0.0,0.0
53.34,1.13,5.0,5.0,0.0,0.0
53.35,1.13,5.0,5.0,0.0,0.0
53.36,1.13,5.0,5.0,0.0,0.0
53.37,1.13,5.0,5.0,0.0,0.0
53.38,1.13,5.0,5.0,0.0,0.0
53.39,1.13,5.0,5.0,0.0,0.0
53.4,1.13,5.0,5.0,0.0,0.0
53.41,1.13,5.0,5.0,0.0,0.0
53.42,1.13,5.0,5.0,0.0,0.0
53.43,1.13,5.0,5.0,0.0,0.0
53.44,1.13,5.0,5.0,0.0,0.0
53.45,1.13,5.0,5.0,0.0,0.0
53.46,1.13,5.0,5.0,0.0,0.0
53.47,1.13,5.0,5.0,0.0,0.0
53.48,1.13,5.0,5.0,0.0,0.0
53.49,1.13,5.0,5.0,0.0,0.0
53.5,1.13,5.0,5.0,0.0,0.0
53.51,1.13,5.0,5.0,0.0,0.0
53.52,1.14,5.0,5.0,0.0,0.0
53.53,1.14,5.0,5.0,0.0,0.0
53.54,1.14,5.0,5.0,0.0,0.0
53.55,1.14,5.0,5.0,0.0,0.0
53.56,1.14,5.0,5.0,0.0,0.0
53.57,1.14,5.0,5.0,0.0,0.0
53.58,1.14,5.0,5.0,0.0,0.0
53.59,1.14,5.0,5.0,0.0,0.0
53.6,1.14,5.0,5.0,0.0,0.0
53.61,1.14,5.0,5.0,0.0,0.0
53.62,1.14,5.0,5.0,0.0,0.0
53.63,1.14,5.0,5.0,0.0,0.0
53.64,1.13,5.0,5.0,0.0,0.0
53.65,1.13,5.0,5.0,0.0,0.0
53.66,1.13,5.0,5.0,0.0,0.0
53.67,1.13,5.0,5.0,0.0,0.0
53.68,1.13,5.0,5.0,0.0,0.0
53.69,1.13,5.0,5.0,0.0,0.0
53.7,1.13,5.0,5.0,0.0,0.0
53.71,1.13,5.0,5.0,0.0,0.0
53.72,1.13,5.0,5.0,0.0,0.0
53.73,1.13,5.0,5.0,0.0,0.0
53.74,1.13,5.0,5.0,0.0,0.0
53.75,1.13,5.0,5.0,0.0,0.0
53.76,1.13,5.0,5.0,0.0,0.0
53.77,1.13,5.0,5.0,0.0,0.0
53.78,1.13,5.0,5.0,0.0,0.0
53.79,1.13,5.0,5.0,0.0,0.0
53.8,1.13,5.0,5.0,0.0,0.0
53.81,1.13,5.0,5.0,0.0,0.0
53.82,1.13,5.0,5.0,0.0,0.0
53.83,1.13,5.0,5.0,0.0,0.0
53.84,1.13,5.0,5.0,0.0,0.0
53.85,1.13,5.0,5.0,0.0,0.0
53.86,1.13,5.0,5.0,0.0,0.0
53.87,1.13,5.0,5.0,0.0,0.0
53.88,1.13,5.0,5.0,0.0,0.0
53.89,1.13,5.0,5.0,0.0,0.0
53.9,1.13,5.0,5.0,0.0,0.0
53.91,1.13,5.0,5.0,0.0,0.0
53.92,1.13,5.0,5.0,0.0,0.0
53.93,1.13,5.0,5.0,0.0,0.0
53.94,1.13,5.0,5.0,0.0,0.0
53.95,1.13,5.0,5.0,0.0,0.0
53.96,1.13,5.0,5.0,0.0,0.0
53.97,1.13,5.0,5.0,0.0,0.0
53.98,1.13,5.0,5.0,0.0,0.0
53.99,1.13,5.0,5.0,0.0,0.0
54.0,1.13,5.0,5.0,0.0,0.0
54.01,1.13,5.0,5.0,0.0,0.0
54.02,1.13,5.0,5.0,0.0,0.0
54.03,1.13,5.0,5.0,0.0,0.0
54.04,1.13,5.0,5.0,0.0,0.0
54.05,1.13,5.0,5.0,0.0,0.0
54.06,1.13,5.0,5.0,0.0,0.0
54.07,1.13,5.0,5.0,0.0,0.0
54.08,1.13,5.0,5.0,0.0,0.0
54.09,1.13,5.0,5.0,0.0,0.0
54.1,1.13,5.0,5.0,0.0,0.0
54.11,1.13,5.0,5.0,0.0,0.0
54.12,1.13,5.0,5.0,0.0,0.0
54.13,1.13,5.0,5.0,0.0,0.0
54.14,1.13,5.0,5.0,0.0,0.0
54.15,1.13,5.0,5.0,0.0,0.0
54.16,1.13,5.0,5.0,0.0,0.0
54.17,1.13,5.0,5.0,0.0,0.0
54.18,1.13,5.0,5.0,0.0,0.0
54.19,1.13,5.0,5.0,0.0,0.0
54.2,1.13,5.0,5.0,0.0,0.0
54.21,1.13,5.0,5.0,0.0,0.0
54.22,1.13,5.0,5.0,0.0,0.0
54.23,1.13,5.0,5.0,0.0,0.0
54.24,1.13,5.0,5.0,0.0,0.0
54.25,1.13,5.0,5.0,0.0,0.0
54.26,1.13,5.0,5.0,0.0,0.0
54.27,1.13,5.0,5.0,0.0,0.0
54.28,1.13,5.0,5.0,0.0,0.0
54.29,1.13,5.0,5.0,0.0,0.0
54.3,1.13,5.0,5.0,0.0,0.0
54.31,1.13,5.0,5.0,0.0,0.0
54.32,1.13,5.0,5.0,0.0,0.0
54.33,1.13,5.0,5.0,0.0,0.0
54.34,1.13,5.0,5.0,0.0,0.0
54.35,1.13,5.0,5.0,0.0,0.0
54.36,1.13,5.0,5.0,0.0,0.0
54.37,1.13,5.0,5.0,0.0,0.0
54.38,1.13,5.0,5.0,0.0,0.0
54.39,1.13,5.0,5.0,0.0,0.0
54.4,1.13,5.0,5.0,0.0,0.0
54.41,1.13,5.0,5.0,0.0,0.0
54.42,1.13,5.0,5.0,0.0,0.0
54.43,1.13,5.0,5.0,0.0,0.0
54.44,1.13,5.0,5.0,0.0,0.0
54.45,1.13,5.0,5.0,0.0,0.0
54.46,1.13,5.0,5.0,0.0,0.0
54.47,1.13,5.0,5.0,0.0,0.0
54.48,1.13,5.0,5.0,0.0,0.0
54.49,1.13,5.0,5.0,0.0,0.0
54.5,1.13,5.0,5.0,0.0,0.0
54.51,1.13,5.0,5.0,0.0,0.0
54.52,1.13,5.0,5.0,0.0,0.0
54.53,1.13,5.0,5.0,0.0,0.0
54.54,1.13,5.0,5.0,0.0,0.0
54.55,1.13,5.0,5.0,0.0,0.0
54.56,1.13,5.0,5.0,0.0,0.0
54.57,1.13,5.0,5.0,0.0,0.0
54.58,1.13,5.0,5.0,0.0,0.0
54.59,1.13,5.0,5.0,0.0,0.0
54.6,1.13,5.0,5.0,0.0,0.0
54.61,1.13,5.0,5.0,0.0,0.0
54.62,1.13,5.0,5.0,0.0,0.0
54.63,1.13,5.0,5.0,0.0,0.0
54.64,1.13,5.0,5.0,0.0,0.0
54.65,1.13,5.0,5.0,0.0,0.0
54.66,1.13,5.0,5.0,0.0,0.0
54.67,1.13,5.0,5.0,0.0,0.0
54.68,1.13,5.0,5.0,0.0,0.0
54.69,1.13,5.0,5.0,0.0,0.0
54.7,1.13,5.0,5.0,0.0,0.0
54.71,1.13,5.0,5.0,0.0,0.0
54.72,1.13,5.0,5.0,0.0,0.0
54.73,1.13,5.0,5.0,0.0,0.0
54.74,1.13,5.0,5.0,0.0,0.0
54.75,1.13,5.0,5.0,0.0,0.0
54.76,1.13,5.0,5.0,0.0,0.0
54.77,1.13,5.0,5.0,0.0,0.0
54.78,1.13,5.0,5.0,0.0,0.0
54.79,1.13,5.0,5.0,0.0,0.0
54.8,1.13,5.0,5.0,0.0,0.0
54.81,1.13,5.0,5.0,0.0,0.0
54.82,1.13,5.0,5.0,0.0,0.0
54.83,1.13,5.0,5.0,0.0,0.0
54.84,1.13,5.0,5.0,0.0,0.0
54.85,1.13,5.0,5.0,0.0,0.0
54.86,1.13,5.0,5.0,0.0,0.0
54.87,1.13,5.0,5.0,0.0,0.0
54.88,1.13,5.0,5.0,0.0,0.0
54.89,1.13,5.0,5.0,0.0,0.0
54.9,1.13,5.0,5.0,0.0,0.0
54.91,1.13,5.0,5.0,0.0,0.0
54.92,1.13,5.0,5.0,0.0,0.0
54.93,1.13,5.0,5.0,0.0,0.0
54.94,1.13,5.0,5.0,0.0,0.0
54.95,1.13,5.0,5.0,0.0,0.0
54.96,1.13,5.0,5.0,0.0,0.0
54.97,1.13,5.0,5.0,0.0,0.0
54.98,1.13,5.0,5.0,0.0,0.0
54.99,1.13,5.0,5.0,0.0,0.0
55.0,1.13,5.0,5.0,0.0,0.0
55.01,1.13,5.0,5.0,0.0,0.0
55.02,1.13,5.0,5.0,0.0,0.0
55.03,1.13,5.0,5.0,0.0,0.0
55.04,1.13,5.0,5.0,0.0,0.0
55.05,1.13,5.0,5.0,0.0,0.0
55.06,1.13,5.0,5.0,0.0,0.0
55.07,1.13,5.0,5.0,0.0,0.0
55.08,1.13,5.0,5.0,0.0,0.0
55.09,1.13,5.0,5.0,0.0,0.0
55.1,1.13,5.0,5.0,0.0,0.0
55.11,1.13,5.0,5.0,0.0,0.0
55.12,1.13,5.0,5.0,0.0,0.0
55.13,1.13,5.0,5.0,0.0,0.0
55.14,1.13,5.0,5.0,0.0,0.0
55.15,1.13,5.0,5.0,0.0,0.0
55.16,1.13,5.0,5.0,0.0,0.0
55.17,1.13,5.0,5.0,0.0,0.0
55.18,1.13,5.0,5.0,0.0,0.0
55.19,1.13,5.0,5.0,0.0,0.0
55.2,1.13,5.0,5.0,0.0,0.0
55.21,1.13,5.0,5.0,0.0,0.0
55.22,1.13,5.0,5.0,0.0,0.0
